household_type,income_group,year,inc_before_transfers_taxes,market_income,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_income,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_income,dividends,corp_tax_borne_by_capital,other_market_income,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,all_quintiles,2002,89500.0,81500.0,53200.0,1500.0,3200.0,3600.0,100.0,400.0,5300.0,2800.0,600.0,1700.0,700.0,1200.0,1100.0,6200.0,8000.0,4800.0,2500.0,500.0,100.0
all_households,all_quintiles,2003,91000.0,82900.0,52800.0,1800.0,3500.0,3600.0,100.0,500.0,5500.0,3300.0,600.0,1500.0,700.0,1300.0,1500.0,6200.0,8100.0,4900.0,2600.0,500.0,200.0
all_households,all_quintiles,2004,96100.0,88000.0,53900.0,1900.0,4000.0,3600.0,100.0,600.0,6200.0,5200.0,600.0,1400.0,700.0,1600.0,1900.0,6400.0,8100.0,4900.0,2700.0,400.0,100.0
all_households,all_quintiles,2005,101300.0,93000.0,54400.0,2000.0,4100.0,3600.0,100.0,800.0,7100.0,7000.0,600.0,1700.0,800.0,1700.0,2500.0,6600.0,8200.0,5000.0,2800.0,300.0,200.0
all_households,all_quintiles,2006,105200.0,96600.0,55500.0,2000.0,4100.0,3700.0,100.0,900.0,7200.0,7800.0,700.0,2300.0,700.0,2000.0,2800.0,6700.0,8600.0,5100.0,3100.0,300.0,100.0
all_households,all_quintiles,2007,108500.0,99700.0,57300.0,2100.0,3800.0,3800.0,100.0,800.0,6800.0,8900.0,800.0,2600.0,800.0,2300.0,2400.0,7300.0,8800.0,5200.0,3200.0,300.0,100.0
all_households,all_quintiles,2008,100800.0,91600.0,56500.0,2100.0,3800.0,3800.0,100.0,500.0,6000.0,4400.0,800.0,2100.0,900.0,2100.0,1400.0,7200.0,9200.0,5300.0,3300.0,400.0,100.0
all_households,all_quintiles,2009,94800.0,84200.0,54000.0,2000.0,3800.0,3700.0,100.0,400.0,5600.0,2200.0,700.0,1600.0,700.0,1500.0,1100.0,6900.0,10600.0,5800.0,3600.0,1100.0,100.0
all_households,all_quintiles,2010,96400.0,85800.0,53300.0,1900.0,3700.0,3600.0,100.0,500.0,6100.0,3300.0,700.0,1300.0,800.0,1700.0,1500.0,7500.0,10600.0,5800.0,3600.0,1100.0,100.0
all_households,all_quintiles,2011,96300.0,86000.0,53400.0,1900.0,3700.0,3600.0,100.0,500.0,6400.0,3300.0,600.0,1100.0,800.0,1700.0,1500.0,7500.0,10300.0,5800.0,3600.0,800.0,100.0
all_households,all_quintiles,2012,100800.0,90400.0,54000.0,2000.0,3600.0,3600.0,0.0,600.0,7400.0,5300.0,600.0,1000.0,900.0,2200.0,1800.0,7600.0,10400.0,6000.0,3700.0,600.0,100.0
all_households,all_quintiles,2013,99600.0,89200.0,54400.0,2100.0,3600.0,3700.0,0.0,600.0,7100.0,4100.0,600.0,800.0,900.0,1800.0,1900.0,7600.0,10400.0,6200.0,3600.0,400.0,100.0
all_households,all_quintiles,2014,103100.0,92700.0,55500.0,2100.0,3500.0,3700.0,0.0,700.0,7500.0,5700.0,500.0,800.0,900.0,2100.0,2100.0,7700.0,10400.0,6300.0,3700.0,300.0,100.0
all_households,all_quintiles,2015,106200.0,95600.0,57400.0,2200.0,3600.0,3800.0,0.0,700.0,7800.0,5700.0,500.0,800.0,800.0,2100.0,2000.0,8100.0,10700.0,6500.0,3800.0,200.0,100.0
all_households,all_quintiles,2016,105500.0,94600.0,57600.0,2200.0,3700.0,3800.0,0.0,600.0,7700.0,4900.0,500.0,800.0,800.0,2000.0,1900.0,8100.0,10900.0,6600.0,3900.0,200.0,100.0
all_households,lowest_quintile,1979,17000.0,12400.0,9100.0,0.0,500.0,500.0,100.0,100.0,300.0,100.0,0.0,500.0,100.0,100.0,200.0,900.0,4600.0,3300.0,1100.0,100.0,100.0
all_households,lowest_quintile,1980,16800.0,12500.0,9400.0,0.0,400.0,600.0,100.0,100.0,200.0,100.0,0.0,500.0,100.0,100.0,100.0,800.0,4300.0,2900.0,1100.0,300.0,100.0
all_households,lowest_quintile,1981,16600.0,12700.0,9700.0,0.0,500.0,600.0,100.0,100.0,100.0,100.0,0.0,500.0,100.0,100.0,100.0,800.0,3900.0,2600.0,1000.0,200.0,100.0
all_households,lowest_quintile,1982,16100.0,12500.0,9700.0,0.0,500.0,600.0,100.0,100.0,100.0,100.0,0.0,500.0,100.0,100.0,100.0,600.0,3600.0,2200.0,900.0,400.0,100.0
all_households,lowest_quintile,1983,15700.0,12600.0,9700.0,0.0,500.0,600.0,100.0,100.0,200.0,100.0,0.0,600.0,100.0,100.0,100.0,600.0,3000.0,1700.0,800.0,400.0,100.0
all_households,lowest_quintile,1984,16500.0,13400.0,10000.0,0.0,600.0,700.0,100.0,100.0,200.0,100.0,0.0,600.0,100.0,100.0,100.0,700.0,3100.0,1900.0,900.0,200.0,100.0
all_households,lowest_quintile,1985,16600.0,13600.0,10400.0,0.0,500.0,700.0,100.0,100.0,300.0,100.0,0.0,600.0,100.0,100.0,100.0,600.0,3100.0,1800.0,900.0,200.0,100.0
all_households,lowest_quintile,1986,16500.0,13600.0,10000.0,0.0,600.0,700.0,100.0,100.0,500.0,100.0,0.0,500.0,100.0,100.0,100.0,700.0,2900.0,1700.0,800.0,300.0,100.0
all_households,lowest_quintile,1987,15900.0,12800.0,9400.0,0.0,600.0,700.0,100.0,100.0,500.0,100.0,0.0,500.0,100.0,100.0,100.0,700.0,3000.0,1800.0,900.0,200.0,100.0
all_households,lowest_quintile,1988,16500.0,13400.0,9600.0,0.0,600.0,700.0,100.0,100.0,700.0,100.0,0.0,500.0,100.0,100.0,100.0,800.0,3200.0,1900.0,900.0,200.0,100.0
all_households,lowest_quintile,1989,17400.0,14200.0,10300.0,0.0,600.0,800.0,100.0,100.0,700.0,100.0,0.0,500.0,100.0,100.0,100.0,900.0,3200.0,1900.0,1000.0,200.0,100.0
all_households,lowest_quintile,1990,18200.0,15000.0,11100.0,100.0,600.0,800.0,100.0,100.0,700.0,0.0,0.0,500.0,100.0,100.0,100.0,800.0,3300.0,1900.0,1100.0,200.0,100.0
all_households,lowest_quintile,1991,18600.0,15400.0,11500.0,0.0,600.0,900.0,100.0,100.0,600.0,0.0,0.0,500.0,100.0,100.0,100.0,700.0,3200.0,1700.0,1000.0,400.0,100.0
all_households,lowest_quintile,1992,19000.0,15700.0,11800.0,100.0,700.0,900.0,100.0,100.0,700.0,100.0,0.0,400.0,100.0,100.0,100.0,700.0,3300.0,1700.0,1000.0,500.0,100.0
all_households,lowest_quintile,1993,19200.0,16000.0,11900.0,100.0,700.0,900.0,100.0,100.0,800.0,100.0,0.0,300.0,100.0,100.0,100.0,800.0,3100.0,1600.0,1000.0,400.0,100.0
all_households,lowest_quintile,1994,19200.0,15900.0,11700.0,100.0,900.0,900.0,100.0,100.0,800.0,0.0,0.0,300.0,100.0,100.0,100.0,800.0,3300.0,1800.0,1200.0,300.0,100.0
all_households,lowest_quintile,1995,20500.0,17300.0,12700.0,100.0,900.0,1000.0,100.0,200.0,900.0,100.0,0.0,300.0,100.0,100.0,100.0,700.0,3200.0,1800.0,1200.0,300.0,100.0
all_households,lowest_quintile,1996,20500.0,17500.0,12800.0,100.0,1000.0,1000.0,100.0,200.0,900.0,100.0,0.0,300.0,100.0,100.0,100.0,700.0,3000.0,1600.0,1100.0,300.0,100.0
all_households,lowest_quintile,1997,21500.0,18300.0,13500.0,100.0,1000.0,1000.0,100.0,200.0,1000.0,100.0,0.0,300.0,100.0,100.0,100.0,700.0,3200.0,1700.0,1200.0,200.0,100.0
all_households,lowest_quintile,1998,22500.0,19400.0,14400.0,100.0,1000.0,1100.0,100.0,200.0,1000.0,100.0,0.0,300.0,100.0,100.0,100.0,800.0,3200.0,1700.0,1200.0,200.0,100.0
all_households,lowest_quintile,1999,23100.0,19600.0,14300.0,100.0,1000.0,1100.0,100.0,200.0,1200.0,100.0,0.0,200.0,100.0,100.0,100.0,900.0,3600.0,2000.0,1300.0,200.0,100.0
all_households,lowest_quintile,2000,22900.0,19400.0,14200.0,200.0,1000.0,1100.0,100.0,200.0,1100.0,100.0,0.0,300.0,100.0,100.0,100.0,1000.0,3500.0,2000.0,1300.0,200.0,100.0
all_households,lowest_quintile,2001,22500.0,18600.0,14000.0,200.0,1000.0,1100.0,100.0,100.0,1000.0,0.0,0.0,300.0,100.0,100.0,100.0,700.0,3800.0,2100.0,1400.0,300.0,100.0
all_households,lowest_quintile,2002,22600.0,18800.0,13900.0,100.0,1100.0,1100.0,100.0,100.0,1000.0,-0.0,0.0,200.0,100.0,100.0,100.0,900.0,3800.0,1900.0,1300.0,400.0,100.0
all_households,lowest_quintile,2003,22100.0,18100.0,13400.0,100.0,1100.0,1000.0,100.0,100.0,1000.0,-0.0,0.0,200.0,100.0,100.0,100.0,900.0,4000.0,2100.0,1500.0,400.0,100.0
all_households,lowest_quintile,2004,22400.0,18400.0,13600.0,100.0,1200.0,1000.0,100.0,200.0,1100.0,0.0,0.0,200.0,100.0,100.0,100.0,800.0,4000.0,2100.0,1500.0,300.0,100.0
all_households,lowest_quintile,2005,23000.0,19100.0,14100.0,100.0,1200.0,1000.0,100.0,200.0,1100.0,0.0,0.0,200.0,100.0,100.0,100.0,800.0,3900.0,2000.0,1500.0,300.0,100.0
all_households,lowest_quintile,2006,23800.0,20500.0,15100.0,100.0,1300.0,1100.0,100.0,300.0,1200.0,100.0,0.0,200.0,100.0,100.0,100.0,700.0,3300.0,1700.0,1400.0,200.0,0.0
all_households,lowest_quintile,2007,25100.0,21500.0,15900.0,100.0,1200.0,1200.0,100.0,200.0,1200.0,100.0,0.0,200.0,100.0,100.0,100.0,900.0,3600.0,1900.0,1400.0,300.0,0.0
all_households,lowest_quintile,2008,24600.0,20600.0,15600.0,100.0,1100.0,1200.0,100.0,100.0,1000.0,0.0,0.0,200.0,100.0,100.0,100.0,900.0,4000.0,1900.0,1600.0,400.0,0.0
all_households,lowest_quintile,2009,24000.0,19700.0,14800.0,100.0,1100.0,1100.0,0.0,100.0,1100.0,-0.0,0.0,200.0,100.0,100.0,100.0,900.0,4300.0,1800.0,1500.0,1000.0,0.0
all_households,lowest_quintile,2010,23800.0,19600.0,14600.0,100.0,1000.0,1100.0,0.0,100.0,1300.0,-0.0,0.0,200.0,100.0,100.0,100.0,900.0,4300.0,1700.0,1400.0,1200.0,0.0
all_households,lowest_quintile,2011,23800.0,19400.0,14400.0,100.0,1000.0,1100.0,0.0,100.0,1300.0,0.0,0.0,100.0,100.0,100.0,100.0,900.0,4400.0,1900.0,1500.0,900.0,0.0
all_households,lowest_quintile,2012,22800.0,18800.0,13800.0,100.0,1000.0,1000.0,0.0,100.0,1400.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,4000.0,1800.0,1500.0,600.0,0.0
all_households,lowest_quintile,2013,23800.0,19900.0,14700.0,100.0,1000.0,1100.0,0.0,200.0,1400.0,0.0,0.0,100.0,100.0,100.0,100.0,900.0,3900.0,1900.0,1600.0,400.0,0.0
all_households,lowest_quintile,2014,23800.0,19700.0,14600.0,100.0,1000.0,1100.0,0.0,200.0,1400.0,100.0,0.0,100.0,100.0,100.0,100.0,800.0,4100.0,2100.0,1700.0,200.0,0.0
all_households,lowest_quintile,2015,24900.0,20300.0,15100.0,100.0,1000.0,1100.0,0.0,200.0,1300.0,100.0,0.0,100.0,100.0,100.0,100.0,1000.0,4600.0,2400.0,1900.0,200.0,0.0
all_households,lowest_quintile,2016,25200.0,20400.0,15300.0,100.0,1000.0,1200.0,0.0,200.0,1200.0,0.0,0.0,100.0,100.0,100.0,100.0,900.0,4800.0,2500.0,2100.0,200.0,0.0
all_households,second_quintile,1979,36600.0,31000.0,23600.0,0.0,1300.0,1400.0,100.0,300.0,1000.0,100.0,0.0,900.0,200.0,100.0,300.0,1700.0,5600.0,4100.0,1100.0,200.0,200.0
all_households,second_quintile,1980,34500.0,28400.0,21900.0,0.0,1000.0,1300.0,100.0,200.0,900.0,100.0,0.0,900.0,100.0,100.0,200.0,1500.0,6100.0,4300.0,1300.0,400.0,100.0
all_households,second_quintile,1981,34500.0,28400.0,21900.0,0.0,1000.0,1400.0,100.0,200.0,700.0,100.0,0.0,1000.0,100.0,100.0,200.0,1500.0,6200.0,4300.0,1300.0,400.0,100.0
all_households,second_quintile,1982,33800.0,27200.0,21000.0,0.0,1100.0,1300.0,100.0,100.0,700.0,100.0,0.0,1000.0,100.0,100.0,100.0,1300.0,6600.0,4400.0,1500.0,600.0,100.0
all_households,second_quintile,1983,33000.0,26500.0,20200.0,0.0,1200.0,1300.0,100.0,100.0,800.0,200.0,0.0,1000.0,100.0,100.0,100.0,1300.0,6500.0,4200.0,1600.0,600.0,200.0
all_households,second_quintile,1984,34900.0,28500.0,21600.0,100.0,1200.0,1400.0,100.0,200.0,800.0,100.0,0.0,1000.0,100.0,100.0,200.0,1500.0,6300.0,4200.0,1600.0,400.0,200.0
all_households,second_quintile,1985,34600.0,28200.0,21200.0,100.0,1200.0,1500.0,100.0,200.0,900.0,100.0,0.0,1000.0,100.0,100.0,100.0,1500.0,6400.0,4200.0,1700.0,300.0,200.0
all_households,second_quintile,1986,35200.0,28500.0,21400.0,100.0,1200.0,1500.0,100.0,200.0,1000.0,200.0,0.0,800.0,100.0,100.0,100.0,1600.0,6700.0,4300.0,1800.0,400.0,200.0
all_households,second_quintile,1987,34200.0,27500.0,20300.0,100.0,1300.0,1400.0,100.0,200.0,1100.0,100.0,0.0,900.0,100.0,200.0,200.0,1500.0,6700.0,4500.0,1800.0,300.0,200.0
all_households,second_quintile,1988,34900.0,28100.0,20500.0,100.0,1300.0,1500.0,100.0,200.0,1100.0,100.0,0.0,900.0,100.0,200.0,200.0,1700.0,6800.0,4500.0,1900.0,200.0,200.0
all_households,second_quintile,1989,35400.0,28700.0,20900.0,100.0,1300.0,1500.0,100.0,200.0,1200.0,100.0,0.0,900.0,100.0,200.0,200.0,1800.0,6700.0,4400.0,1900.0,300.0,200.0
all_households,second_quintile,1990,36500.0,29800.0,21900.0,200.0,1300.0,1700.0,100.0,200.0,1200.0,0.0,0.0,900.0,200.0,200.0,200.0,1800.0,6700.0,4300.0,1900.0,300.0,200.0
all_households,second_quintile,1991,35900.0,29100.0,21500.0,200.0,1400.0,1600.0,100.0,200.0,1100.0,100.0,0.0,800.0,100.0,100.0,200.0,1800.0,6800.0,4300.0,1900.0,400.0,200.0
all_households,second_quintile,1992,36000.0,29100.0,21300.0,200.0,1500.0,1600.0,100.0,200.0,1100.0,100.0,0.0,600.0,100.0,100.0,200.0,1900.0,6900.0,4200.0,2000.0,500.0,200.0
all_households,second_quintile,1993,36300.0,29100.0,21300.0,200.0,1600.0,1600.0,100.0,200.0,1100.0,100.0,0.0,500.0,200.0,100.0,200.0,1900.0,7200.0,4400.0,2200.0,500.0,200.0
all_households,second_quintile,1994,36600.0,29300.0,21400.0,200.0,1700.0,1600.0,100.0,200.0,1100.0,100.0,0.0,400.0,200.0,200.0,200.0,1900.0,7300.0,4500.0,2300.0,300.0,200.0
all_households,second_quintile,1995,38600.0,31300.0,22800.0,300.0,1900.0,1700.0,100.0,300.0,1000.0,100.0,0.0,500.0,100.0,200.0,200.0,2100.0,7300.0,4500.0,2400.0,300.0,100.0
all_households,second_quintile,1996,38600.0,31500.0,23000.0,300.0,1900.0,1700.0,100.0,300.0,1100.0,100.0,0.0,500.0,100.0,200.0,200.0,2000.0,7100.0,4300.0,2400.0,300.0,100.0
all_households,second_quintile,1997,40200.0,33200.0,24400.0,400.0,1700.0,1900.0,100.0,300.0,1200.0,200.0,0.0,400.0,100.0,200.0,200.0,2100.0,7000.0,4200.0,2400.0,300.0,100.0
all_households,second_quintile,1998,41800.0,34700.0,25600.0,400.0,1800.0,1900.0,100.0,300.0,1200.0,200.0,0.0,500.0,100.0,200.0,200.0,2300.0,7100.0,4400.0,2300.0,300.0,100.0
all_households,second_quintile,1999,43200.0,36200.0,26500.0,500.0,1800.0,2000.0,100.0,300.0,1300.0,300.0,0.0,500.0,100.0,200.0,200.0,2500.0,7000.0,4300.0,2300.0,300.0,100.0
all_households,second_quintile,2000,43300.0,36600.0,26500.0,500.0,1800.0,2000.0,100.0,300.0,1200.0,300.0,0.0,500.0,100.0,200.0,200.0,2800.0,6700.0,4200.0,2200.0,200.0,100.0
all_households,second_quintile,2001,43200.0,35800.0,26400.0,500.0,1900.0,2000.0,100.0,200.0,1200.0,0.0,0.0,500.0,200.0,200.0,100.0,2500.0,7400.0,4500.0,2400.0,400.0,100.0
all_households,second_quintile,2002,42600.0,34900.0,25800.0,300.0,2000.0,1900.0,100.0,200.0,1200.0,-0.0,0.0,400.0,100.0,200.0,100.0,2600.0,7700.0,4500.0,2500.0,500.0,100.0
all_households,second_quintile,2003,42500.0,34500.0,25200.0,300.0,2200.0,1900.0,100.0,200.0,1300.0,-0.0,0.0,300.0,100.0,200.0,100.0,2600.0,8100.0,4800.0,2600.0,500.0,100.0
all_households,second_quintile,2004,44000.0,36100.0,26100.0,300.0,2500.0,2000.0,100.0,300.0,1300.0,0.0,0.0,300.0,200.0,200.0,200.0,2700.0,7900.0,4700.0,2700.0,400.0,100.0
all_households,second_quintile,2005,44100.0,36200.0,26100.0,300.0,2500.0,2000.0,100.0,400.0,1300.0,100.0,0.0,300.0,100.0,200.0,200.0,2600.0,7900.0,4700.0,2800.0,300.0,100.0
all_households,second_quintile,2006,45100.0,37200.0,26800.0,300.0,2600.0,2000.0,100.0,400.0,1400.0,100.0,0.0,400.0,100.0,200.0,200.0,2500.0,7900.0,4600.0,3000.0,300.0,100.0
all_households,second_quintile,2007,47300.0,39600.0,28900.0,400.0,2500.0,2200.0,100.0,400.0,1400.0,200.0,0.0,400.0,100.0,200.0,200.0,2600.0,7700.0,4400.0,2900.0,300.0,100.0
all_households,second_quintile,2008,45900.0,37800.0,27700.0,400.0,2400.0,2100.0,100.0,200.0,1200.0,0.0,0.0,400.0,200.0,200.0,100.0,2700.0,8100.0,4600.0,3000.0,500.0,100.0
all_households,second_quintile,2009,45300.0,36100.0,26400.0,300.0,2300.0,2000.0,100.0,200.0,1300.0,-100.0,0.0,300.0,100.0,200.0,100.0,2800.0,9200.0,4700.0,3200.0,1200.0,100.0
all_households,second_quintile,2010,44800.0,35800.0,26000.0,300.0,2300.0,2000.0,100.0,200.0,1400.0,-0.0,0.0,200.0,200.0,200.0,100.0,2800.0,9000.0,4700.0,3000.0,1300.0,100.0
all_households,second_quintile,2011,44400.0,35400.0,25700.0,300.0,2200.0,1900.0,100.0,200.0,1400.0,0.0,0.0,200.0,200.0,200.0,100.0,2700.0,9000.0,4800.0,3200.0,900.0,100.0
all_households,second_quintile,2012,44200.0,35300.0,25500.0,300.0,2300.0,1900.0,0.0,300.0,1600.0,0.0,0.0,100.0,200.0,200.0,100.0,2800.0,8900.0,4900.0,3200.0,700.0,100.0
all_households,second_quintile,2013,44900.0,36100.0,26300.0,400.0,2200.0,2000.0,0.0,300.0,1500.0,100.0,0.0,100.0,200.0,200.0,100.0,2800.0,8800.0,5100.0,3200.0,500.0,100.0
all_households,second_quintile,2014,45100.0,36400.0,26400.0,400.0,2200.0,2000.0,0.0,300.0,1500.0,100.0,0.0,100.0,100.0,200.0,100.0,2800.0,8700.0,5100.0,3300.0,300.0,100.0
all_households,second_quintile,2015,47000.0,38000.0,27600.0,400.0,2300.0,2100.0,0.0,300.0,1700.0,100.0,0.0,100.0,200.0,200.0,100.0,2900.0,9000.0,5300.0,3400.0,200.0,100.0
all_households,second_quintile,2016,47800.0,38700.0,28300.0,400.0,2400.0,2100.0,0.0,300.0,1500.0,100.0,0.0,100.0,200.0,200.0,100.0,2800.0,9100.0,5400.0,3400.0,200.0,100.0
all_households,middle_quintile,1979,56300.0,51800.0,40100.0,0.0,2100.0,2300.0,100.0,500.0,1400.0,200.0,0.0,1600.0,200.0,300.0,600.0,2300.0,4500.0,3300.0,800.0,300.0,200.0
all_households,middle_quintile,1980,54700.0,49800.0,38900.0,0.0,1700.0,2200.0,100.0,400.0,1300.0,200.0,0.0,1800.0,200.0,300.0,400.0,2100.0,4900.0,3400.0,900.0,500.0,100.0
all_households,middle_quintile,1981,54400.0,49300.0,38500.0,0.0,1800.0,2400.0,100.0,300.0,1100.0,200.0,0.0,2000.0,200.0,300.0,300.0,2100.0,5100.0,3600.0,1000.0,400.0,200.0
all_households,middle_quintile,1982,53300.0,47500.0,36900.0,0.0,1900.0,2300.0,100.0,200.0,1000.0,200.0,0.0,2100.0,200.0,300.0,200.0,2100.0,5800.0,3800.0,1200.0,700.0,200.0
all_households,middle_quintile,1983,52100.0,45700.0,34900.0,0.0,1900.0,2200.0,100.0,300.0,1100.0,200.0,0.0,2000.0,200.0,200.0,300.0,2200.0,6400.0,4200.0,1400.0,600.0,200.0
all_households,middle_quintile,1984,55500.0,49600.0,37100.0,200.0,1900.0,2400.0,100.0,300.0,1500.0,300.0,0.0,2300.0,200.0,300.0,300.0,2600.0,5900.0,3900.0,1300.0,400.0,200.0
all_households,middle_quintile,1985,55600.0,49700.0,37400.0,200.0,2000.0,2500.0,100.0,300.0,1200.0,200.0,0.0,2200.0,200.0,300.0,300.0,2500.0,5900.0,3900.0,1500.0,400.0,200.0
all_households,middle_quintile,1986,56700.0,50200.0,37600.0,300.0,2000.0,2600.0,100.0,300.0,1300.0,300.0,0.0,2100.0,200.0,400.0,300.0,2700.0,6400.0,4200.0,1600.0,400.0,200.0
all_households,middle_quintile,1987,56300.0,49600.0,36400.0,300.0,2100.0,2500.0,100.0,400.0,1500.0,300.0,0.0,2100.0,200.0,400.0,500.0,2900.0,6700.0,4500.0,1700.0,300.0,200.0
all_households,middle_quintile,1988,56900.0,50500.0,36500.0,400.0,2200.0,2700.0,100.0,400.0,1600.0,200.0,0.0,2000.0,300.0,400.0,400.0,3300.0,6400.0,4300.0,1600.0,300.0,200.0
all_households,middle_quintile,1989,57400.0,51000.0,37000.0,400.0,2300.0,2700.0,100.0,400.0,1600.0,200.0,0.0,2000.0,200.0,400.0,400.0,3200.0,6400.0,4300.0,1600.0,300.0,200.0
