household_type,income_group,year,market_income,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
all_households,lowest_quintile,2008,10200.0,16400.0,26500.0,9400.0,-100.0,36100.0
all_households,lowest_quintile,2009,8700.0,18300.0,27000.0,10500.0,-0.0,37600.0
all_households,lowest_quintile,2010,8500.0,17700.0,26300.0,10800.0,-0.0,37100.0
all_households,lowest_quintile,2011,8600.0,17600.0,26300.0,10400.0,100.0,36600.0
all_households,lowest_quintile,2012,8100.0,17500.0,25600.0,10500.0,100.0,36100.0
all_households,lowest_quintile,2013,8900.0,17400.0,26300.0,10700.0,300.0,36700.0
all_households,lowest_quintile,2014,8500.0,16900.0,25500.0,11800.0,200.0,37100.0
all_households,lowest_quintile,2015,9000.0,17700.0,26700.0,12000.0,100.0,38600.0
all_households,lowest_quintile,2016,8900.0,18100.0,27000.0,12000.0,100.0,39000.0
all_households,second_quintile,1979,33400.0,4700.0,38100.0,1100.0,5900.0,33400.0
all_households,second_quintile,1980,31400.0,5400.0,36800.0,1300.0,5400.0,32600.0
all_households,second_quintile,1981,30900.0,5700.0,36600.0,1300.0,5500.0,32400.0
all_households,second_quintile,1982,29500.0,6600.0,36000.0,1200.0,4900.0,32300.0
all_households,second_quintile,1983,28400.0,6900.0,35300.0,1100.0,4800.0,31600.0
all_households,second_quintile,1984,31000.0,6400.0,37400.0,1100.0,5500.0,33000.0
all_households,second_quintile,1985,30900.0,6600.0,37500.0,1000.0,5500.0,33000.0
all_households,second_quintile,1986,30900.0,7200.0,38000.0,1100.0,5500.0,33700.0
all_households,second_quintile,1987,30100.0,7100.0,37200.0,1000.0,5100.0,33100.0
all_households,second_quintile,1988,30700.0,7100.0,37800.0,1000.0,5300.0,33500.0
all_households,second_quintile,1989,31100.0,7300.0,38400.0,1200.0,5100.0,34400.0
all_households,second_quintile,1990,32000.0,7600.0,39500.0,1400.0,5600.0,35300.0
all_households,second_quintile,1991,30700.0,8100.0,38800.0,1700.0,5200.0,35300.0
all_households,second_quintile,1992,29800.0,8600.0,38400.0,2100.0,5000.0,35600.0
all_households,second_quintile,1993,30000.0,9000.0,38900.0,2400.0,5000.0,36300.0
all_households,second_quintile,1994,30400.0,8600.0,39000.0,2400.0,4800.0,36500.0
all_households,second_quintile,1995,32400.0,8700.0,41100.0,2400.0,5200.0,38300.0
all_households,second_quintile,1996,32400.0,8900.0,41300.0,2300.0,5100.0,38500.0
all_households,second_quintile,1997,33600.0,8700.0,42300.0,2300.0,5400.0,39200.0
all_households,second_quintile,1998,35400.0,8500.0,43900.0,2600.0,5500.0,41100.0
all_households,second_quintile,1999,36800.0,8300.0,45100.0,2700.0,5700.0,42000.0
all_households,second_quintile,2000,37000.0,8600.0,45500.0,2700.0,5700.0,42500.0
all_households,second_quintile,2001,36000.0,9100.0,45100.0,3000.0,4800.0,43300.0
all_households,second_quintile,2002,34700.0,9600.0,44300.0,3500.0,4300.0,43500.0
all_households,second_quintile,2003,34200.0,9700.0,43900.0,3800.0,4000.0,43800.0
all_households,second_quintile,2004,35500.0,9500.0,45100.0,4200.0,4200.0,45100.0
all_households,second_quintile,2005,36400.0,9300.0,45700.0,4200.0,4400.0,45500.0
all_households,second_quintile,2006,37000.0,9500.0,46500.0,4000.0,4500.0,46000.0
all_households,second_quintile,2007,39100.0,9800.0,48900.0,4100.0,4900.0,48100.0
all_households,second_quintile,2008,36900.0,10300.0,47200.0,4500.0,3100.0,48600.0
all_households,second_quintile,2009,33600.0,12400.0,46000.0,5200.0,2500.0,48700.0
all_households,second_quintile,2010,33100.0,12400.0,45500.0,5600.0,2600.0,48500.0
all_households,second_quintile,2011,33500.0,11500.0,44900.0,5700.0,2700.0,47800.0
all_households,second_quintile,2012,33000.0,11800.0,44800.0,5700.0,2700.0,47800.0
all_households,second_quintile,2013,34000.0,11600.0,45600.0,5800.0,3400.0,48100.0
all_households,second_quintile,2014,34400.0,11300.0,45700.0,6800.0,3400.0,49100.0
all_households,second_quintile,2015,36200.0,11500.0,47800.0,7600.0,3700.0,51700.0
all_households,second_quintile,2016,36600.0,11900.0,48600.0,7700.0,3700.0,52500.0
all_households,middle_quintile,1979,54800.0,2900.0,57600.0,500.0,11300.0,46800.0
all_households,middle_quintile,1980,52200.0,3300.0,55400.0,500.0,10900.0,45000.0
all_households,middle_quintile,1981,51900.0,3500.0,55300.0,400.0,11100.0,44600.0
all_households,middle_quintile,1982,50400.0,4400.0,54800.0,400.0,10200.0,45000.0
all_households,middle_quintile,1983,49500.0,4500.0,54000.0,300.0,9800.0,44500.0
all_households,middle_quintile,1984,52700.0,4400.0,57000.0,400.0,10600.0,46800.0
all_households,middle_quintile,1985,52900.0,4500.0,57400.0,400.0,10700.0,47000.0
all_households,middle_quintile,1986,53900.0,4700.0,58600.0,400.0,11000.0,48000.0
all_households,middle_quintile,1987,53600.0,4400.0,58000.0,400.0,10800.0,47600.0
all_households,middle_quintile,1988,54600.0,4400.0,58900.0,400.0,11200.0,48100.0
all_households,middle_quintile,1989,55000.0,4500.0,59500.0,400.0,11300.0,48600.0
all_households,middle_quintile,1990,55200.0,4800.0,60100.0,500.0,11400.0,49200.0
all_households,middle_quintile,1991,53500.0,5300.0,58800.0,600.0,11000.0,48400.0
all_households,middle_quintile,1992,53800.0,5500.0,59300.0,800.0,10900.0,49100.0
all_households,middle_quintile,1993,53900.0,5400.0,59300.0,900.0,11000.0,49200.0
all_households,middle_quintile,1994,54500.0,5200.0,59700.0,900.0,11200.0,49400.0
all_households,middle_quintile,1995,56500.0,5300.0,61800.0,1000.0,11700.0,51100.0
all_households,middle_quintile,1996,57000.0,5800.0,62800.0,900.0,11800.0,52000.0
all_households,middle_quintile,1997,58300.0,5800.0,64200.0,900.0,12100.0,53000.0
all_households,middle_quintile,1998,60500.0,5800.0,66300.0,900.0,12100.0,55100.0
all_households,middle_quintile,1999,62700.0,5500.0,68300.0,1100.0,12600.0,56800.0
all_households,middle_quintile,2000,63000.0,5700.0,68700.0,1100.0,12500.0,57400.0
all_households,middle_quintile,2001,62300.0,6300.0,68600.0,1300.0,11300.0,58500.0
all_households,middle_quintile,2002,60300.0,6500.0,66800.0,1500.0,10600.0,57700.0
all_households,middle_quintile,2003,60300.0,6600.0,66900.0,1700.0,10100.0,58500.0
all_households,middle_quintile,2004,62300.0,6600.0,68900.0,1800.0,10500.0,60100.0
all_households,middle_quintile,2005,63300.0,6600.0,69900.0,1800.0,10900.0,60700.0
all_households,middle_quintile,2006,63700.0,7000.0,70700.0,1700.0,11100.0,61300.0
all_households,middle_quintile,2007,66100.0,7000.0,73200.0,1900.0,11500.0,63600.0
all_households,middle_quintile,2008,63300.0,7500.0,70700.0,2000.0,9100.0,63600.0
all_households,middle_quintile,2009,60300.0,9100.0,69400.0,2400.0,8500.0,63200.0
all_households,middle_quintile,2010,59200.0,9400.0,68600.0,2500.0,8700.0,62400.0
all_households,middle_quintile,2011,59100.0,8900.0,68000.0,2600.0,8600.0,62000.0
all_households,middle_quintile,2012,59100.0,9000.0,68100.0,2500.0,8700.0,61900.0
all_households,middle_quintile,2013,60600.0,8800.0,69400.0,2600.0,10000.0,62000.0
all_households,middle_quintile,2014,61900.0,8900.0,70800.0,3200.0,10300.0,63800.0
all_households,middle_quintile,2015,63900.0,9100.0,73100.0,3600.0,10700.0,66000.0
all_households,middle_quintile,2016,64400.0,9000.0,73400.0,3700.0,10800.0,66200.0
all_households,fourth_quintile,1979,75900.0,2200.0,78000.0,200.0,17300.0,61000.0
all_households,fourth_quintile,1980,73600.0,2400.0,76000.0,200.0,17000.0,59200.0
all_households,fourth_quintile,1981,74300.0,2700.0,77000.0,200.0,17800.0,59400.0
all_households,fourth_quintile,1982,73200.0,3000.0,76200.0,200.0,16400.0,59900.0
all_households,fourth_quintile,1983,72700.0,3200.0,75900.0,200.0,15900.0,60200.0
all_households,fourth_quintile,1984,77000.0,3100.0,80100.0,200.0,17000.0,63400.0
all_households,fourth_quintile,1985,77100.0,3200.0,80300.0,200.0,17100.0,63300.0
all_households,fourth_quintile,1986,79800.0,3100.0,82900.0,200.0,17900.0,65200.0
all_households,fourth_quintile,1987,80600.0,3100.0,83600.0,200.0,17700.0,66100.0
all_households,fourth_quintile,1988,81200.0,3000.0,84300.0,200.0,18300.0,66200.0
all_households,fourth_quintile,1989,82000.0,3200.0,85200.0,200.0,18400.0,67000.0
all_households,fourth_quintile,1990,81300.0,3300.0,84600.0,300.0,18300.0,66500.0
all_households,fourth_quintile,1991,80400.0,3400.0,83800.0,300.0,18100.0,66000.0
all_households,fourth_quintile,1992,80800.0,3700.0,84500.0,400.0,18100.0,66800.0
all_households,fourth_quintile,1993,81400.0,3800.0,85200.0,400.0,18200.0,67400.0
all_households,fourth_quintile,1994,82800.0,3500.0,86300.0,500.0,18700.0,68000.0
all_households,fourth_quintile,1995,84400.0,3900.0,88300.0,400.0,19200.0,69500.0
all_households,fourth_quintile,1996,86000.0,3800.0,89800.0,400.0,19600.0,70700.0
all_households,fourth_quintile,1997,88100.0,4000.0,92100.0,500.0,20200.0,72400.0
all_households,fourth_quintile,1998,91700.0,3900.0,95700.0,500.0,20700.0,75500.0
all_households,fourth_quintile,1999,94500.0,4000.0,98500.0,500.0,21300.0,77700.0
all_households,fourth_quintile,2000,95900.0,4000.0,99900.0,600.0,21600.0,78900.0
all_households,fourth_quintile,2001,94600.0,4200.0,98800.0,600.0,20000.0,79300.0
all_households,fourth_quintile,2002,92600.0,4300.0,97000.0,700.0,19100.0,78600.0
all_households,fourth_quintile,2003,93700.0,4400.0,98100.0,800.0,18400.0,80400.0
all_households,fourth_quintile,2004,96600.0,4500.0,101100.0,800.0,19200.0,82800.0
all_households,fourth_quintile,2005,98400.0,4600.0,103000.0,800.0,19700.0,84100.0
all_households,fourth_quintile,2006,99900.0,5000.0,104900.0,900.0,20200.0,85600.0
all_households,fourth_quintile,2007,102100.0,5200.0,107400.0,900.0,20400.0,87800.0
all_households,fourth_quintile,2008,99500.0,5500.0,104900.0,900.0,17800.0,88000.0
all_households,fourth_quintile,2009,95900.0,6500.0,102400.0,1100.0,17000.0,86400.0
all_households,fourth_quintile,2010,95000.0,6600.0,101600.0,1200.0,17300.0,85400.0
all_households,fourth_quintile,2011,95500.0,6300.0,101700.0,1100.0,17100.0,85700.0
all_households,fourth_quintile,2012,95700.0,6300.0,102000.0,1100.0,17400.0,85700.0
all_households,fourth_quintile,2013,97900.0,6600.0,104500.0,1100.0,19500.0,86100.0
all_households,fourth_quintile,2014,99800.0,6900.0,106700.0,1500.0,20200.0,88100.0
all_households,fourth_quintile,2015,103300.0,6800.0,110100.0,1700.0,21000.0,90900.0
all_households,fourth_quintile,2016,103500.0,6900.0,110400.0,1800.0,21100.0,91200.0
all_households,highest_quintile,1979,145300.0,2300.0,147600.0,100.0,40300.0,107400.0
all_households,highest_quintile,1980,141100.0,2500.0,143600.0,100.0,39100.0,104600.0
all_households,highest_quintile,1981,140600.0,2700.0,143300.0,100.0,38700.0,104700.0
all_households,highest_quintile,1982,141300.0,3100.0,144400.0,100.0,35600.0,108900.0
all_households,highest_quintile,1983,146900.0,3100.0,149900.0,100.0,36000.0,114000.0
all_households,highest_quintile,1984,159100.0,3300.0,162400.0,100.0,39200.0,123400.0
all_households,highest_quintile,1985,160900.0,3200.0,164100.0,100.0,39600.0,124700.0
all_households,highest_quintile,1986,181000.0,3300.0,184300.0,100.0,44000.0,140500.0
all_households,highest_quintile,1987,170900.0,2800.0,173800.0,100.0,45000.0,128900.0
all_households,highest_quintile,1988,182900.0,2900.0,185900.0,100.0,47700.0,138300.0
all_households,highest_quintile,1989,182500.0,3000.0,185500.0,200.0,47000.0,138600.0
all_households,highest_quintile,1990,177900.0,3200.0,181100.0,200.0,45800.0,135500.0
all_households,highest_quintile,1991,171900.0,3200.0,175100.0,200.0,44800.0,130400.0
all_households,highest_quintile,1992,178900.0,3200.0,182100.0,200.0,47000.0,135300.0
all_households,highest_quintile,1993,179100.0,3400.0,182500.0,200.0,49100.0,133600.0
all_households,highest_quintile,1994,182900.0,3600.0,186500.0,300.0,51300.0,135500.0
all_households,highest_quintile,1995,192400.0,3600.0,196000.0,300.0,54700.0,141600.0
all_households,highest_quintile,1996,203300.0,4000.0,207300.0,300.0,58300.0,149300.0
all_households,highest_quintile,1997,216500.0,4000.0,220600.0,200.0,62000.0,158800.0
all_households,highest_quintile,1998,231400.0,4100.0,235400.0,300.0,65200.0,170500.0
all_households,highest_quintile,1999,246200.0,3900.0,250100.0,300.0,70300.0,180100.0
all_households,highest_quintile,2000,258500.0,4200.0,262700.0,300.0,73800.0,189200.0
all_households,highest_quintile,2001,235300.0,3900.0,239200.0,300.0,64500.0,175100.0
all_households,highest_quintile,2002,223600.0,3900.0,227500.0,400.0,59800.0,168100.0
all_households,highest_quintile,2003,231400.0,4100.0,235500.0,400.0,59100.0,176700.0
all_households,highest_quintile,2004,252000.0,4200.0,256100.0,400.0,65000.0,191600.0
all_households,highest_quintile,2005,273200.0,4700.0,277800.0,500.0,71700.0,206600.0
all_households,highest_quintile,2006,285400.0,5000.0,290400.0,500.0,75000.0,215900.0
all_households,highest_quintile,2007,296500.0,5300.0,301800.0,500.0,75800.0,226500.0
all_households,highest_quintile,2008,268500.0,4800.0,273300.0,500.0,66000.0,207800.0
all_households,highest_quintile,2009,241900.0,5300.0,247200.0,600.0,58700.0,189100.0
all_households,highest_quintile,2010,253100.0,5500.0,258600.0,600.0,63200.0,196000.0
all_households,highest_quintile,2011,256000.0,5500.0,261500.0,500.0,62600.0,199400.0
all_households,highest_quintile,2012,277600.0,5800.0,283400.0,600.0,69100.0,214900.0
all_households,highest_quintile,2013,266800.0,5900.0,272700.0,500.0,73000.0,200200.0
all_households,highest_quintile,2014,282000.0,6200.0,288200.0,700.0,78400.0,210500.0
all_households,highest_quintile,2015,292400.0,6200.0,298600.0,900.0,81200.0,218200.0
all_households,highest_quintile,2016,288400.0,6300.0,294700.0,1000.0,79800.0,215900.0
all_households,percentiles_81_90,1979,99100.0,1900.0,101000.0,100.0,24200.0,77000.0
all_households,percentiles_81_90,1980,96600.0,2200.0,98800.0,100.0,24100.0,74800.0
all_households,percentiles_81_90,1981,96500.0,2400.0,98900.0,100.0,24700.0,74300.0
all_households,percentiles_81_90,1982,96000.0,2700.0,98700.0,100.0,23000.0,75800.0
all_households,percentiles_81_90,1983,97300.0,2700.0,99900.0,100.0,22600.0,77400.0
all_households,percentiles_81_90,1984,103700.0,3000.0,106700.0,100.0,24300.0,82500.0
all_households,percentiles_81_90,1985,102800.0,2800.0,105600.0,200.0,24300.0,81400.0
all_households,percentiles_81_90,1986,108100.0,2700.0,110800.0,100.0,25700.0,85300.0
all_households,percentiles_81_90,1987,109200.0,2400.0,111600.0,100.0,26100.0,85600.0
all_households,percentiles_81_90,1988,110400.0,2600.0,113000.0,100.0,26600.0,86500.0
all_households,percentiles_81_90,1989,112100.0,2600.0,114700.0,200.0,27100.0,87800.0
all_households,percentiles_81_90,1990,110500.0,2800.0,113200.0,200.0,26800.0,86700.0
all_households,percentiles_81_90,1991,108900.0,2900.0,111800.0,200.0,26300.0,85700.0
all_households,percentiles_81_90,1992,109800.0,3000.0,112700.0,300.0,26500.0,86500.0
all_households,percentiles_81_90,1993,111300.0,3000.0,114300.0,200.0,26800.0,87800.0
all_households,percentiles_81_90,1994,113600.0,3100.0,116700.0,300.0,27800.0,89200.0
all_households,percentiles_81_90,1995,116900.0,3200.0,120100.0,300.0,28900.0,91500.0
all_households,percentiles_81_90,1996,119100.0,3600.0,122700.0,300.0,29300.0,93700.0
all_households,percentiles_81_90,1997,122400.0,3300.0,125700.0,300.0,30500.0,95500.0
all_households,percentiles_81_90,1998,127400.0,3400.0,130800.0,300.0,31500.0,99600.0
all_households,percentiles_81_90,1999,132300.0,3400.0,135800.0,300.0,32900.0,103100.0
all_households,percentiles_81_90,2000,135400.0,3500.0,138900.0,400.0,33700.0,105600.0
all_households,percentiles_81_90,2001,133500.0,3500.0,137000.0,300.0,31700.0,105600.0
all_households,percentiles_81_90,2002,131300.0,3600.0,134900.0,400.0,30200.0,105100.0
all_households,percentiles_81_90,2003,133400.0,3700.0,137100.0,400.0,29300.0,108200.0
all_households,percentiles_81_90,2004,137800.0,3900.0,141700.0,500.0,30400.0,111800.0
all_households,percentiles_81_90,2005,140400.0,4100.0,144500.0,500.0,31300.0,113800.0
all_households,percentiles_81_90,2006,144100.0,4400.0,148500.0,600.0,32300.0,116700.0
all_households,percentiles_81_90,2007,146700.0,4700.0,151400.0,600.0,32600.0,119300.0
all_households,percentiles_81_90,2008,143900.0,4400.0,148300.0,500.0,29800.0,119000.0
all_households,percentiles_81_90,2009,139500.0,5000.0,144500.0,600.0,28500.0,116700.0
all_households,percentiles_81_90,2010,139100.0,5300.0,144400.0,600.0,29200.0,115900.0
all_households,percentiles_81_90,2011,141000.0,5300.0,146300.0,600.0,28800.0,118200.0
all_households,percentiles_81_90,2012,142300.0,5700.0,148000.0,600.0,29600.0,119000.0
all_households,percentiles_81_90,2013,144500.0,5700.0,150200.0,600.0,32700.0,118000.0
all_households,percentiles_81_90,2014,147900.0,5700.0,153600.0,800.0,33900.0,120600.0
all_households,percentiles_81_90,2015,153800.0,5700.0,159500.0,900.0,35500.0,124900.0
all_households,percentiles_81_90,2016,154400.0,5900.0,160300.0,1100.0,35600.0,125800.0
all_households,percentiles_91_95,1979,122600.0,1900.0,124600.0,100.0,31700.0,92900.0
all_households,percentiles_91_95,1980,120500.0,2200.0,122700.0,100.0,31800.0,91000.0
all_households,percentiles_91_95,1981,120000.0,2400.0,122400.0,100.0,32300.0,90100.0
all_households,percentiles_91_95,1982,119100.0,2600.0,121700.0,100.0,29600.0,92300.0
all_households,percentiles_91_95,1983,122300.0,2600.0,124900.0,100.0,29400.0,95600.0
all_households,percentiles_91_95,1984,131800.0,3000.0,134800.0,100.0,31700.0,103300.0
all_households,percentiles_91_95,1985,131400.0,2700.0,134100.0,100.0,31900.0,102300.0
all_households,percentiles_91_95,1986,137100.0,3000.0,140000.0,100.0,33400.0,106700.0
all_households,percentiles_91_95,1987,140900.0,2600.0,143500.0,100.0,35600.0,108000.0
all_households,percentiles_91_95,1988,142600.0,2400.0,145100.0,100.0,36100.0,109100.0
all_households,percentiles_91_95,1989,145700.0,2800.0,148500.0,200.0,36500.0,112100.0
all_households,percentiles_91_95,1990,142200.0,3000.0,145200.0,100.0,35700.0,109600.0
all_households,percentiles_91_95,1991,140900.0,2800.0,143800.0,100.0,35600.0,108300.0
all_households,percentiles_91_95,1992,142700.0,2900.0,145600.0,200.0,35800.0,110000.0
all_households,percentiles_91_95,1993,144200.0,3100.0,147300.0,200.0,36900.0,110700.0
all_households,percentiles_91_95,1994,146300.0,3500.0,149700.0,300.0,37800.0,112200.0
all_households,percentiles_91_95,1995,151300.0,3400.0,154700.0,200.0,39600.0,115300.0
all_households,percentiles_91_95,1996,157200.0,3700.0,160900.0,200.0,41200.0,119900.0
all_households,percentiles_91_95,1997,162700.0,4100.0,166700.0,200.0,42900.0,124000.0
all_households,percentiles_91_95,1998,169900.0,4000.0,173900.0,200.0,44500.0,129600.0
all_households,percentiles_91_95,1999,176800.0,3800.0,180600.0,300.0,46900.0,133900.0
all_households,percentiles_91_95,2000,182000.0,4200.0,186200.0,300.0,48100.0,138400.0
all_households,percentiles_91_95,2001,177600.0,3600.0,181100.0,300.0,45300.0,136100.0
all_households,percentiles_91_95,2002,174000.0,3500.0,177500.0,300.0,43200.0,134700.0
all_households,percentiles_91_95,2003,177100.0,3900.0,181000.0,400.0,41900.0,139400.0
all_households,percentiles_91_95,2004,184600.0,3600.0,188200.0,400.0,43900.0,144700.0
all_households,percentiles_91_95,2005,191200.0,4400.0,195700.0,400.0,45900.0,150300.0
all_households,percentiles_91_95,2006,195700.0,4700.0,200500.0,400.0,47200.0,153600.0
all_households,percentiles_91_95,2007,200800.0,5100.0,205800.0,500.0,47800.0,158500.0
all_households,percentiles_91_95,2008,194300.0,4700.0,199000.0,500.0,44500.0,155000.0
all_households,percentiles_91_95,2009,187900.0,5200.0,193100.0,500.0,42300.0,151400.0
all_households,percentiles_91_95,2010,190100.0,5200.0,195400.0,500.0,43700.0,152100.0
all_households,percentiles_91_95,2011,192400.0,5200.0,197700.0,400.0,43000.0,155100.0
all_households,percentiles_91_95,2012,195100.0,5600.0,200700.0,500.0,44400.0,156800.0
all_households,percentiles_91_95,2013,201300.0,5300.0,206600.0,500.0,49200.0,157800.0
all_households,percentiles_91_95,2014,204700.0,6000.0,210700.0,600.0,50800.0,160500.0
all_households,percentiles_91_95,2015,211700.0,5900.0,217600.0,800.0,52700.0,165700.0
all_households,percentiles_91_95,2016,213700.0,6000.0,219700.0,900.0,53200.0,167300.0
all_households,percentiles_96_99,1979,177800.0,2900.0,180600.0,100.0,49400.0,131400.0
all_households,percentiles_96_99,1980,171000.0,3100.0,174100.0,100.0,48100.0,126100.0
all_households,percentiles_96_99,1981,169500.0,3300.0,172800.0,100.0,47500.0,125400.0
all_households,percentiles_96_99,1982,169400.0,3700.0,173200.0,100.0,43200.0,130100.0
all_households,percentiles_96_99,1983,175800.0,3700.0,179500.0,100.0,42800.0,136800.0
all_households,percentiles_96_99,1984,190700.0,3700.0,194400.0,100.0,46200.0,148300.0
all_households,percentiles_96_99,1985,192200.0,3800.0,196000.0,100.0,46900.0,149300.0
all_households,percentiles_96_99,1986,211100.0,3900.0,215100.0,100.0,51100.0,164100.0
all_households,percentiles_96_99,1987,207600.0,3600.0,211200.0,200.0,55300.0,156100.0
all_households,percentiles_96_99,1988,214900.0,3600.0,218500.0,100.0,56100.0,162400.0
