household_type,income_group,year,inc_before_transfers_taxes,market_income,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_income,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_income,dividends,corp_tax_borne_by_capital,other_market_income,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,all_quintiles,2002,89500.0,81500.0,53200.0,1500.0,3200.0,3600.0,100.0,400.0,5300.0,2800.0,600.0,1700.0,700.0,1200.0,1100.0,6200.0,8000.0,4800.0,2500.0,500.0,100.0
all_households,all_quintiles,2003,91000.0,82900.0,52800.0,1800.0,3500.0,3600.0,100.0,500.0,5500.0,3300.0,600.0,1500.0,700.0,1300.0,1500.0,6200.0,8100.0,4900.0,2600.0,500.0,200.0
all_households,all_quintiles,2004,96100.0,88000.0,53900.0,1900.0,4000.0,3600.0,100.0,600.0,6200.0,5200.0,600.0,1400.0,700.0,1600.0,1900.0,6400.0,8100.0,4900.0,2700.0,400.0,100.0
all_households,all_quintiles,2005,101300.0,93000.0,54400.0,2000.0,4100.0,3600.0,100.0,800.0,7100.0,7000.0,600.0,1700.0,800.0,1700.0,2500.0,6600.0,8200.0,5000.0,2800.0,300.0,200.0
all_households,all_quintiles,2006,105200.0,96600.0,55500.0,2000.0,4100.0,3700.0,100.0,900.0,7200.0,7800.0,700.0,2300.0,700.0,2000.0,2800.0,6700.0,8600.0,5100.0,3100.0,300.0,100.0
all_households,all_quintiles,2007,108500.0,99700.0,57300.0,2100.0,3800.0,3800.0,100.0,800.0,6800.0,8900.0,800.0,2600.0,800.0,2300.0,2400.0,7300.0,8800.0,5200.0,3200.0,300.0,100.0
all_households,all_quintiles,2008,100800.0,91600.0,56500.0,2100.0,3800.0,3800.0,100.0,500.0,6000.0,4400.0,800.0,2100.0,900.0,2100.0,1400.0,7200.0,9200.0,5300.0,3300.0,400.0,100.0
all_households,all_quintiles,2009,94800.0,84200.0,54000.0,2000.0,3800.0,3700.0,100.0,400.0,5600.0,2200.0,700.0,1600.0,700.0,1500.0,1100.0,6900.0,10600.0,5800.0,3600.0,1100.0,100.0
all_households,all_quintiles,2010,96400.0,85800.0,53300.0,1900.0,3700.0,3600.0,100.0,500.0,6100.0,3300.0,700.0,1300.0,800.0,1700.0,1500.0,7500.0,10600.0,5800.0,3600.0,1100.0,100.0
all_households,all_quintiles,2011,96300.0,86000.0,53400.0,1900.0,3700.0,3600.0,100.0,500.0,6400.0,3300.0,600.0,1100.0,800.0,1700.0,1500.0,7500.0,10300.0,5800.0,3600.0,800.0,100.0
all_households,all_quintiles,2012,100800.0,90400.0,54000.0,2000.0,3600.0,3600.0,0.0,600.0,7400.0,5300.0,600.0,1000.0,900.0,2200.0,1800.0,7600.0,10400.0,6000.0,3700.0,600.0,100.0
all_households,all_quintiles,2013,99600.0,89200.0,54400.0,2100.0,3600.0,3700.0,0.0,600.0,7100.0,4100.0,600.0,800.0,900.0,1800.0,1900.0,7600.0,10400.0,6200.0,3600.0,400.0,100.0
all_households,all_quintiles,2014,103100.0,92700.0,55500.0,2100.0,3500.0,3700.0,0.0,700.0,7500.0,5700.0,500.0,800.0,900.0,2100.0,2100.0,7700.0,10400.0,6300.0,3700.0,300.0,100.0
all_households,all_quintiles,2015,106200.0,95600.0,57400.0,2200.0,3600.0,3800.0,0.0,700.0,7800.0,5700.0,500.0,800.0,800.0,2100.0,2000.0,8100.0,10700.0,6500.0,3800.0,200.0,100.0
all_households,all_quintiles,2016,105500.0,94600.0,57600.0,2200.0,3700.0,3800.0,0.0,600.0,7700.0,4900.0,500.0,800.0,800.0,2000.0,1900.0,8100.0,10900.0,6600.0,3900.0,200.0,100.0
all_households,lowest_quintile,1979,15500.0,10000.0,7000.0,0.0,400.0,400.0,0.0,100.0,400.0,100.0,0.0,400.0,100.0,0.0,100.0,900.0,5500.0,3900.0,1300.0,100.0,100.0
all_households,lowest_quintile,1980,14900.0,9500.0,6800.0,0.0,300.0,400.0,0.0,100.0,300.0,100.0,0.0,400.0,100.0,0.0,100.0,900.0,5300.0,3600.0,1400.0,200.0,100.0
all_households,lowest_quintile,1981,14700.0,9600.0,6900.0,0.0,300.0,400.0,0.0,100.0,200.0,100.0,0.0,400.0,100.0,100.0,100.0,900.0,5200.0,3500.0,1400.0,200.0,100.0
all_households,lowest_quintile,1982,14200.0,9500.0,7000.0,0.0,400.0,400.0,0.0,0.0,100.0,100.0,0.0,500.0,100.0,100.0,100.0,700.0,4700.0,2900.0,1300.0,400.0,100.0
all_households,lowest_quintile,1983,13600.0,9400.0,6900.0,0.0,400.0,400.0,0.0,100.0,200.0,100.0,0.0,400.0,100.0,100.0,100.0,700.0,4200.0,2500.0,1200.0,400.0,100.0
all_households,lowest_quintile,1984,14600.0,10300.0,7300.0,0.0,400.0,500.0,0.0,100.0,200.0,100.0,0.0,500.0,100.0,100.0,100.0,800.0,4300.0,2700.0,1300.0,200.0,100.0
all_households,lowest_quintile,1985,14500.0,10000.0,7300.0,0.0,400.0,500.0,0.0,100.0,300.0,100.0,0.0,400.0,100.0,100.0,100.0,700.0,4500.0,2800.0,1400.0,200.0,100.0
all_households,lowest_quintile,1986,14400.0,10100.0,7300.0,0.0,400.0,500.0,0.0,100.0,400.0,100.0,0.0,400.0,100.0,100.0,100.0,700.0,4300.0,2600.0,1300.0,200.0,100.0
all_households,lowest_quintile,1987,13800.0,9500.0,6600.0,0.0,400.0,500.0,0.0,100.0,500.0,100.0,0.0,400.0,100.0,100.0,100.0,700.0,4300.0,2700.0,1400.0,200.0,100.0
all_households,lowest_quintile,1988,14300.0,9700.0,6800.0,0.0,400.0,500.0,0.0,100.0,500.0,0.0,0.0,400.0,100.0,100.0,100.0,800.0,4600.0,2800.0,1500.0,200.0,100.0
all_households,lowest_quintile,1989,15000.0,10500.0,7300.0,0.0,400.0,500.0,0.0,100.0,500.0,100.0,0.0,400.0,100.0,100.0,100.0,900.0,4500.0,2700.0,1500.0,200.0,100.0
all_households,lowest_quintile,1990,15400.0,10800.0,7700.0,0.0,400.0,600.0,0.0,100.0,600.0,0.0,0.0,400.0,100.0,100.0,100.0,800.0,4600.0,2700.0,1600.0,200.0,100.0
all_households,lowest_quintile,1991,15500.0,11100.0,8000.0,0.0,400.0,600.0,0.0,100.0,500.0,0.0,0.0,400.0,100.0,100.0,100.0,800.0,4400.0,2400.0,1500.0,300.0,100.0
all_households,lowest_quintile,1992,15600.0,11200.0,8200.0,0.0,500.0,600.0,0.0,100.0,500.0,0.0,0.0,300.0,100.0,100.0,100.0,700.0,4300.0,2300.0,1500.0,500.0,100.0
all_households,lowest_quintile,1993,15600.0,11500.0,8200.0,0.0,500.0,600.0,0.0,100.0,700.0,100.0,0.0,200.0,100.0,100.0,100.0,800.0,4100.0,2100.0,1500.0,300.0,100.0
all_households,lowest_quintile,1994,15500.0,11300.0,8000.0,0.0,600.0,600.0,0.0,100.0,700.0,0.0,0.0,200.0,100.0,100.0,100.0,800.0,4200.0,2200.0,1600.0,200.0,100.0
all_households,lowest_quintile,1995,16700.0,12300.0,8800.0,100.0,600.0,700.0,0.0,100.0,800.0,0.0,0.0,200.0,100.0,100.0,100.0,800.0,4400.0,2400.0,1700.0,200.0,100.0
all_households,lowest_quintile,1996,16700.0,12500.0,8900.0,100.0,600.0,700.0,0.0,100.0,800.0,100.0,0.0,200.0,100.0,100.0,100.0,800.0,4200.0,2200.0,1700.0,200.0,100.0
all_households,lowest_quintile,1997,17600.0,13200.0,9500.0,100.0,600.0,700.0,0.0,100.0,900.0,100.0,0.0,200.0,100.0,100.0,100.0,800.0,4500.0,2400.0,1800.0,200.0,100.0
all_households,lowest_quintile,1998,18800.0,14300.0,10300.0,100.0,700.0,800.0,0.0,100.0,900.0,100.0,0.0,200.0,100.0,100.0,100.0,900.0,4500.0,2500.0,1800.0,200.0,100.0
all_households,lowest_quintile,1999,19500.0,14600.0,10300.0,100.0,700.0,800.0,0.0,100.0,1200.0,100.0,0.0,200.0,100.0,100.0,100.0,900.0,4900.0,2700.0,1900.0,200.0,100.0
all_households,lowest_quintile,2000,19300.0,14400.0,10200.0,100.0,700.0,800.0,0.0,100.0,1000.0,100.0,0.0,200.0,100.0,100.0,100.0,1000.0,4900.0,2700.0,1900.0,200.0,100.0
all_households,lowest_quintile,2001,19000.0,14000.0,10200.0,100.0,700.0,800.0,0.0,100.0,1000.0,0.0,0.0,200.0,100.0,100.0,100.0,700.0,5000.0,2700.0,2000.0,300.0,100.0
all_households,lowest_quintile,2002,18800.0,14000.0,10100.0,0.0,700.0,800.0,0.0,100.0,1000.0,-0.0,0.0,200.0,100.0,100.0,100.0,900.0,4800.0,2400.0,1800.0,400.0,100.0
all_households,lowest_quintile,2003,18500.0,13800.0,9900.0,0.0,700.0,700.0,0.0,100.0,1100.0,-0.0,0.0,100.0,100.0,100.0,100.0,900.0,4700.0,2300.0,1900.0,400.0,100.0
all_households,lowest_quintile,2004,18800.0,14100.0,10100.0,0.0,800.0,700.0,0.0,100.0,1100.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,4700.0,2300.0,1900.0,300.0,100.0
all_households,lowest_quintile,2005,19300.0,14600.0,10500.0,100.0,800.0,800.0,0.0,200.0,1100.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,4700.0,2400.0,2000.0,200.0,100.0
all_households,lowest_quintile,2006,20300.0,15900.0,11400.0,100.0,900.0,800.0,0.0,200.0,1300.0,0.0,0.0,200.0,100.0,100.0,100.0,800.0,4300.0,2100.0,2000.0,200.0,100.0
all_households,lowest_quintile,2007,21600.0,17000.0,12200.0,100.0,800.0,900.0,0.0,200.0,1300.0,100.0,0.0,200.0,100.0,100.0,100.0,1000.0,4700.0,2300.0,2100.0,200.0,100.0
all_households,lowest_quintile,2008,21200.0,16400.0,12000.0,100.0,800.0,900.0,0.0,100.0,1200.0,0.0,0.0,200.0,100.0,100.0,100.0,900.0,4800.0,2200.0,2200.0,400.0,100.0
all_households,lowest_quintile,2009,20300.0,15500.0,11300.0,100.0,700.0,800.0,0.0,100.0,1300.0,-0.0,0.0,100.0,100.0,100.0,100.0,900.0,4800.0,1800.0,1900.0,900.0,100.0
all_households,lowest_quintile,2010,19800.0,15200.0,10900.0,100.0,600.0,800.0,0.0,100.0,1500.0,-0.0,0.0,100.0,100.0,100.0,100.0,900.0,4500.0,1700.0,1800.0,1000.0,100.0
all_households,lowest_quintile,2011,20100.0,15400.0,11000.0,100.0,600.0,800.0,0.0,100.0,1500.0,-0.0,0.0,100.0,100.0,100.0,100.0,900.0,4700.0,1900.0,2000.0,700.0,100.0
all_households,lowest_quintile,2012,19200.0,14800.0,10500.0,100.0,600.0,800.0,0.0,100.0,1600.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,4400.0,1800.0,2000.0,600.0,100.0
all_households,lowest_quintile,2013,19900.0,15700.0,11100.0,100.0,700.0,800.0,0.0,100.0,1700.0,0.0,0.0,100.0,100.0,100.0,100.0,900.0,4200.0,1900.0,1900.0,400.0,0.0
all_households,lowest_quintile,2014,19400.0,15000.0,10600.0,100.0,600.0,800.0,0.0,100.0,1700.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,4400.0,2100.0,2100.0,200.0,0.0
all_households,lowest_quintile,2015,20500.0,15800.0,11200.0,100.0,700.0,800.0,0.0,100.0,1700.0,0.0,0.0,100.0,100.0,100.0,100.0,900.0,4600.0,2200.0,2200.0,200.0,100.0
all_households,lowest_quintile,2016,20600.0,15600.0,11100.0,100.0,700.0,800.0,0.0,100.0,1700.0,0.0,0.0,100.0,100.0,100.0,100.0,800.0,5000.0,2400.0,2400.0,100.0,0.0
all_households,second_quintile,1979,37100.0,30800.0,22700.0,0.0,1300.0,1300.0,100.0,300.0,1100.0,100.0,0.0,1000.0,200.0,100.0,400.0,2100.0,6300.0,4700.0,1200.0,300.0,200.0
all_households,second_quintile,1980,35600.0,28800.0,21500.0,0.0,1000.0,1200.0,100.0,200.0,1000.0,100.0,0.0,1100.0,200.0,100.0,300.0,1900.0,6700.0,4800.0,1300.0,500.0,200.0
all_households,second_quintile,1981,35300.0,28400.0,21200.0,0.0,1000.0,1300.0,100.0,200.0,900.0,100.0,0.0,1200.0,200.0,200.0,200.0,1900.0,6900.0,4900.0,1400.0,400.0,100.0
all_households,second_quintile,1982,34500.0,26900.0,20000.0,0.0,1100.0,1300.0,100.0,100.0,800.0,100.0,0.0,1300.0,200.0,200.0,100.0,1600.0,7600.0,5100.0,1600.0,700.0,200.0
all_households,second_quintile,1983,33700.0,26100.0,19200.0,0.0,1200.0,1200.0,100.0,100.0,900.0,200.0,0.0,1200.0,100.0,100.0,200.0,1500.0,7700.0,5100.0,1700.0,600.0,200.0
all_households,second_quintile,1984,35800.0,28700.0,20900.0,100.0,1200.0,1400.0,100.0,200.0,900.0,200.0,0.0,1300.0,200.0,200.0,200.0,2000.0,7100.0,4900.0,1700.0,400.0,200.0
all_households,second_quintile,1985,35800.0,28700.0,20900.0,100.0,1200.0,1400.0,100.0,200.0,900.0,200.0,0.0,1300.0,200.0,200.0,200.0,1900.0,7100.0,4800.0,1700.0,400.0,200.0
all_households,second_quintile,1986,36300.0,28700.0,20700.0,100.0,1200.0,1400.0,100.0,200.0,1100.0,200.0,0.0,1100.0,200.0,200.0,200.0,2100.0,7600.0,5100.0,1900.0,400.0,200.0
all_households,second_quintile,1987,35400.0,27600.0,19700.0,100.0,1300.0,1400.0,100.0,200.0,1200.0,100.0,0.0,1100.0,100.0,200.0,200.0,1900.0,7800.0,5300.0,2000.0,300.0,200.0
all_households,second_quintile,1988,36000.0,28300.0,19900.0,100.0,1300.0,1500.0,100.0,200.0,1200.0,100.0,0.0,1100.0,200.0,200.0,200.0,2200.0,7700.0,5300.0,2000.0,200.0,200.0
all_households,second_quintile,1989,36300.0,28700.0,20100.0,100.0,1300.0,1500.0,100.0,200.0,1300.0,100.0,0.0,1100.0,200.0,200.0,200.0,2300.0,7700.0,5200.0,2000.0,300.0,200.0
all_households,second_quintile,1990,37500.0,29700.0,21100.0,100.0,1300.0,1600.0,100.0,200.0,1200.0,0.0,0.0,1100.0,200.0,200.0,200.0,2300.0,7800.0,5200.0,2100.0,300.0,200.0
all_households,second_quintile,1991,36600.0,28400.0,20200.0,100.0,1300.0,1500.0,100.0,200.0,1200.0,100.0,0.0,1000.0,100.0,200.0,200.0,2200.0,8300.0,5400.0,2200.0,500.0,200.0
all_households,second_quintile,1992,36300.0,27500.0,19400.0,200.0,1400.0,1400.0,100.0,200.0,1100.0,100.0,0.0,800.0,100.0,200.0,200.0,2300.0,8800.0,5600.0,2400.0,600.0,200.0
all_households,second_quintile,1993,36400.0,27200.0,19200.0,200.0,1500.0,1400.0,100.0,200.0,1100.0,100.0,0.0,600.0,200.0,200.0,200.0,2300.0,9200.0,5800.0,2700.0,500.0,200.0
all_households,second_quintile,1994,36700.0,27400.0,19300.0,200.0,1600.0,1400.0,100.0,200.0,1000.0,100.0,0.0,500.0,200.0,200.0,200.0,2300.0,9300.0,6000.0,2800.0,300.0,200.0
all_households,second_quintile,1995,38600.0,29300.0,20800.0,200.0,1800.0,1600.0,100.0,300.0,1100.0,100.0,0.0,600.0,200.0,200.0,200.0,2300.0,9300.0,5900.0,2900.0,300.0,200.0
all_households,second_quintile,1996,38600.0,29600.0,21000.0,300.0,1800.0,1600.0,100.0,300.0,1100.0,100.0,0.0,500.0,100.0,200.0,200.0,2300.0,9000.0,5600.0,3000.0,300.0,100.0
all_households,second_quintile,1997,40000.0,30900.0,22000.0,300.0,1700.0,1700.0,100.0,300.0,1200.0,200.0,0.0,500.0,200.0,200.0,200.0,2400.0,9100.0,5700.0,3000.0,300.0,200.0
all_households,second_quintile,1998,41900.0,32800.0,23300.0,400.0,1700.0,1800.0,100.0,300.0,1300.0,200.0,0.0,500.0,100.0,200.0,200.0,2700.0,9200.0,5800.0,3000.0,300.0,200.0
all_households,second_quintile,1999,43400.0,34600.0,24500.0,400.0,1700.0,1900.0,100.0,300.0,1400.0,300.0,0.0,500.0,200.0,200.0,200.0,3000.0,8800.0,5600.0,2800.0,300.0,100.0
all_households,second_quintile,2000,43500.0,34900.0,24400.0,400.0,1800.0,1900.0,100.0,300.0,1300.0,300.0,0.0,600.0,200.0,200.0,200.0,3300.0,8600.0,5500.0,2700.0,200.0,200.0
all_households,second_quintile,2001,42900.0,33400.0,23900.0,400.0,1800.0,1800.0,100.0,200.0,1200.0,100.0,0.0,500.0,200.0,200.0,100.0,2900.0,9500.0,6000.0,3000.0,400.0,200.0
all_households,second_quintile,2002,41800.0,32000.0,22900.0,200.0,1900.0,1700.0,100.0,200.0,1300.0,-0.0,0.0,400.0,100.0,200.0,100.0,2900.0,9800.0,5900.0,3200.0,500.0,100.0
all_households,second_quintile,2003,41400.0,31000.0,22200.0,200.0,2000.0,1700.0,100.0,200.0,1100.0,-0.0,0.0,400.0,200.0,200.0,100.0,2700.0,10400.0,6300.0,3300.0,600.0,200.0
all_households,second_quintile,2004,42400.0,32000.0,22500.0,200.0,2200.0,1700.0,100.0,300.0,1200.0,0.0,0.0,300.0,200.0,200.0,200.0,3000.0,10300.0,6300.0,3500.0,400.0,200.0
all_households,second_quintile,2005,42800.0,32600.0,22900.0,200.0,2300.0,1700.0,100.0,400.0,1200.0,100.0,0.0,300.0,100.0,200.0,200.0,2900.0,10200.0,6200.0,3500.0,300.0,100.0
all_households,second_quintile,2006,43800.0,33300.0,23400.0,300.0,2400.0,1800.0,100.0,400.0,1300.0,100.0,0.0,400.0,100.0,200.0,200.0,2700.0,10500.0,6200.0,3900.0,300.0,100.0
all_households,second_quintile,2007,45900.0,35800.0,25400.0,300.0,2300.0,1900.0,100.0,400.0,1300.0,200.0,0.0,400.0,200.0,200.0,200.0,3000.0,10100.0,6000.0,3700.0,300.0,100.0
all_households,second_quintile,2008,44200.0,33500.0,24000.0,300.0,2100.0,1800.0,100.0,200.0,1100.0,0.0,0.0,400.0,200.0,200.0,100.0,2900.0,10800.0,6200.0,4000.0,400.0,100.0
all_households,second_quintile,2009,42900.0,31000.0,22100.0,200.0,2000.0,1700.0,100.0,100.0,1200.0,-100.0,0.0,300.0,200.0,200.0,100.0,2800.0,11900.0,6300.0,4300.0,1300.0,100.0
all_households,second_quintile,2010,42300.0,30400.0,21700.0,200.0,1900.0,1600.0,100.0,200.0,1200.0,-0.0,0.0,200.0,200.0,200.0,100.0,2800.0,11900.0,6300.0,4200.0,1300.0,100.0
all_households,second_quintile,2011,42100.0,30300.0,21700.0,200.0,1900.0,1600.0,100.0,200.0,1300.0,0.0,0.0,200.0,100.0,200.0,100.0,2700.0,11800.0,6500.0,4200.0,1000.0,100.0
all_households,second_quintile,2012,41800.0,30100.0,21400.0,300.0,1900.0,1600.0,0.0,200.0,1400.0,0.0,0.0,100.0,100.0,200.0,100.0,2700.0,11700.0,6600.0,4300.0,700.0,100.0
all_households,second_quintile,2013,42600.0,30700.0,21800.0,300.0,1900.0,1600.0,0.0,300.0,1300.0,100.0,0.0,100.0,200.0,200.0,100.0,2900.0,11900.0,7000.0,4300.0,500.0,100.0
all_households,second_quintile,2014,42700.0,31100.0,22200.0,300.0,1900.0,1700.0,0.0,300.0,1400.0,100.0,0.0,100.0,100.0,100.0,100.0,2700.0,11600.0,6900.0,4300.0,300.0,100.0
all_households,second_quintile,2015,44600.0,32500.0,23100.0,300.0,2000.0,1700.0,0.0,300.0,1400.0,100.0,0.0,100.0,100.0,100.0,100.0,3100.0,12100.0,7300.0,4400.0,200.0,100.0
all_households,second_quintile,2016,45300.0,33300.0,23900.0,300.0,2100.0,1800.0,0.0,300.0,1400.0,100.0,0.0,100.0,200.0,200.0,100.0,2900.0,12100.0,7300.0,4500.0,200.0,100.0
all_households,middle_quintile,1979,56900.0,52600.0,40300.0,0.0,2100.0,2300.0,100.0,500.0,1600.0,300.0,0.0,1700.0,200.0,300.0,600.0,2600.0,4300.0,3100.0,700.0,300.0,200.0
all_households,middle_quintile,1980,55000.0,50200.0,38500.0,0.0,1700.0,2200.0,100.0,400.0,1400.0,300.0,0.0,2000.0,200.0,300.0,500.0,2500.0,4800.0,3300.0,800.0,500.0,100.0
all_households,middle_quintile,1981,54700.0,49500.0,37600.0,0.0,1700.0,2300.0,100.0,300.0,1200.0,200.0,0.0,2400.0,200.0,400.0,400.0,2500.0,5200.0,3600.0,1000.0,400.0,200.0
all_households,middle_quintile,1982,53900.0,48100.0,36300.0,0.0,1900.0,2300.0,100.0,200.0,1000.0,200.0,0.0,2700.0,200.0,400.0,300.0,2400.0,5900.0,3800.0,1200.0,700.0,200.0
all_households,middle_quintile,1983,53200.0,46900.0,34900.0,0.0,1900.0,2200.0,100.0,300.0,1200.0,300.0,0.0,2500.0,200.0,300.0,300.0,2600.0,6300.0,4200.0,1300.0,600.0,200.0
all_households,middle_quintile,1984,56300.0,50300.0,36600.0,200.0,2000.0,2400.0,100.0,300.0,1700.0,300.0,0.0,2800.0,300.0,400.0,400.0,2900.0,5900.0,4000.0,1300.0,400.0,200.0
all_households,middle_quintile,1985,56400.0,50200.0,36700.0,200.0,2000.0,2500.0,100.0,300.0,1300.0,300.0,0.0,2700.0,300.0,400.0,400.0,3100.0,6200.0,4100.0,1500.0,400.0,200.0
all_households,middle_quintile,1986,57500.0,50900.0,36800.0,300.0,2000.0,2500.0,100.0,300.0,1500.0,400.0,0.0,2600.0,200.0,400.0,400.0,3200.0,6700.0,4400.0,1600.0,400.0,200.0
all_households,middle_quintile,1987,57200.0,50500.0,36100.0,300.0,2100.0,2500.0,100.0,400.0,1500.0,300.0,0.0,2400.0,300.0,500.0,500.0,3400.0,6700.0,4600.0,1600.0,300.0,200.0
all_households,middle_quintile,1988,58100.0,51600.0,36400.0,300.0,2200.0,2600.0,100.0,400.0,1600.0,300.0,0.0,2400.0,300.0,500.0,500.0,3900.0,6500.0,4400.0,1600.0,300.0,300.0
all_households,middle_quintile,1989,58700.0,52000.0,36600.0,400.0,2300.0,2700.0,100.0,400.0,1700.0,300.0,0.0,2500.0,300.0,500.0,500.0,3900.0,6700.0,4500.0,1600.0,300.0,200.0
