household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
all_households,second_quintile,2016,7700.0,5800.0,700.0,400.0,700.0
all_households,middle_quintile,1979,500.0,100.0,100.0,100.0,200.0
all_households,middle_quintile,1980,500.0,100.0,100.0,100.0,200.0
all_households,middle_quintile,1981,400.0,100.0,100.0,100.0,200.0
all_households,middle_quintile,1982,400.0,100.0,0.0,100.0,100.0
all_households,middle_quintile,1983,300.0,100.0,0.0,100.0,100.0
all_households,middle_quintile,1984,400.0,100.0,100.0,100.0,100.0
all_households,middle_quintile,1985,400.0,100.0,0.0,100.0,100.0
all_households,middle_quintile,1986,400.0,200.0,0.0,100.0,100.0
all_households,middle_quintile,1987,400.0,100.0,0.0,100.0,100.0
all_households,middle_quintile,1988,400.0,200.0,0.0,100.0,100.0
all_households,middle_quintile,1989,400.0,200.0,0.0,100.0,100.0
all_households,middle_quintile,1990,500.0,200.0,0.0,100.0,100.0
all_households,middle_quintile,1991,600.0,300.0,100.0,100.0,100.0
all_households,middle_quintile,1992,800.0,400.0,100.0,100.0,200.0
all_households,middle_quintile,1993,900.0,400.0,100.0,200.0,200.0
all_households,middle_quintile,1994,900.0,500.0,100.0,100.0,200.0
all_households,middle_quintile,1995,1000.0,500.0,100.0,100.0,200.0
all_households,middle_quintile,1996,900.0,500.0,100.0,100.0,200.0
all_households,middle_quintile,1997,900.0,500.0,100.0,100.0,100.0
all_households,middle_quintile,1998,900.0,600.0,0.0,100.0,100.0
all_households,middle_quintile,1999,1100.0,700.0,100.0,200.0,100.0
all_households,middle_quintile,2000,1100.0,800.0,0.0,100.0,100.0
all_households,middle_quintile,2001,1300.0,900.0,0.0,100.0,100.0
all_households,middle_quintile,2002,1500.0,1200.0,100.0,200.0,100.0
all_households,middle_quintile,2003,1700.0,1300.0,100.0,200.0,100.0
all_households,middle_quintile,2004,1800.0,1400.0,100.0,200.0,100.0
all_households,middle_quintile,2005,1800.0,1400.0,100.0,200.0,100.0
all_households,middle_quintile,2006,1700.0,1300.0,100.0,200.0,200.0
all_households,middle_quintile,2007,1900.0,1400.0,100.0,200.0,200.0
all_households,middle_quintile,2008,2000.0,1500.0,100.0,200.0,200.0
all_households,middle_quintile,2009,2400.0,1800.0,200.0,200.0,200.0
all_households,middle_quintile,2010,2500.0,1800.0,300.0,200.0,200.0
all_households,middle_quintile,2011,2600.0,1800.0,300.0,200.0,200.0
all_households,middle_quintile,2012,2500.0,1800.0,300.0,200.0,200.0
all_households,middle_quintile,2013,2600.0,1900.0,300.0,200.0,200.0
all_households,middle_quintile,2014,3200.0,2500.0,200.0,200.0,200.0
all_households,middle_quintile,2015,3600.0,2900.0,200.0,200.0,300.0
all_households,middle_quintile,2016,3700.0,3000.0,200.0,200.0,300.0
all_households,fourth_quintile,1979,200.0,100.0,0.0,0.0,100.0
all_households,fourth_quintile,1980,200.0,100.0,0.0,0.0,100.0
all_households,fourth_quintile,1981,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1982,200.0,100.0,0.0,0.0,100.0
all_households,fourth_quintile,1983,200.0,100.0,0.0,0.0,100.0
all_households,fourth_quintile,1984,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1985,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1986,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1987,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1988,200.0,100.0,0.0,0.0,100.0
all_households,fourth_quintile,1989,200.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1990,300.0,100.0,0.0,100.0,100.0
all_households,fourth_quintile,1991,300.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1992,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1993,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1994,500.0,300.0,0.0,100.0,100.0
all_households,fourth_quintile,1995,400.0,200.0,0.0,100.0,100.0
all_households,fourth_quintile,1996,400.0,300.0,0.0,100.0,100.0
all_households,fourth_quintile,1997,500.0,300.0,0.0,100.0,100.0
all_households,fourth_quintile,1998,500.0,300.0,0.0,100.0,100.0
all_households,fourth_quintile,1999,500.0,400.0,0.0,100.0,0.0
all_households,fourth_quintile,2000,600.0,400.0,0.0,100.0,100.0
all_households,fourth_quintile,2001,600.0,400.0,0.0,100.0,0.0
all_households,fourth_quintile,2002,700.0,500.0,0.0,100.0,100.0
all_households,fourth_quintile,2003,800.0,600.0,0.0,100.0,100.0
all_households,fourth_quintile,2004,800.0,600.0,0.0,100.0,100.0
all_households,fourth_quintile,2005,800.0,700.0,0.0,100.0,100.0
all_households,fourth_quintile,2006,900.0,700.0,0.0,100.0,100.0
all_households,fourth_quintile,2007,900.0,700.0,0.0,100.0,100.0
all_households,fourth_quintile,2008,900.0,700.0,0.0,100.0,100.0
all_households,fourth_quintile,2009,1100.0,800.0,100.0,100.0,100.0
all_households,fourth_quintile,2010,1200.0,900.0,100.0,100.0,100.0
all_households,fourth_quintile,2011,1100.0,800.0,100.0,100.0,100.0
all_households,fourth_quintile,2012,1100.0,800.0,100.0,100.0,100.0
all_households,fourth_quintile,2013,1100.0,800.0,100.0,100.0,100.0
all_households,fourth_quintile,2014,1500.0,1200.0,100.0,100.0,100.0
all_households,fourth_quintile,2015,1700.0,1400.0,100.0,100.0,100.0
all_households,fourth_quintile,2016,1800.0,1500.0,100.0,100.0,100.0
all_households,highest_quintile,1979,100.0,0.0,0.0,0.0,100.0
all_households,highest_quintile,1980,100.0,0.0,0.0,0.0,100.0
all_households,highest_quintile,1981,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1982,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1983,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1984,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1985,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1986,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1987,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1988,100.0,0.0,0.0,0.0,0.0
all_households,highest_quintile,1989,200.0,100.0,0.0,0.0,0.0
all_households,highest_quintile,1990,200.0,100.0,0.0,0.0,100.0
all_households,highest_quintile,1991,200.0,100.0,0.0,0.0,100.0
all_households,highest_quintile,1992,200.0,100.0,0.0,0.0,0.0
all_households,highest_quintile,1993,200.0,100.0,0.0,100.0,0.0
all_households,highest_quintile,1994,300.0,200.0,0.0,100.0,0.0
all_households,highest_quintile,1995,300.0,200.0,0.0,100.0,0.0
all_households,highest_quintile,1996,300.0,200.0,0.0,0.0,0.0
all_households,highest_quintile,1997,200.0,200.0,0.0,0.0,0.0
all_households,highest_quintile,1998,300.0,200.0,0.0,0.0,0.0
all_households,highest_quintile,1999,300.0,200.0,0.0,100.0,0.0
all_households,highest_quintile,2000,300.0,200.0,0.0,0.0,0.0
all_households,highest_quintile,2001,300.0,300.0,0.0,100.0,0.0
all_households,highest_quintile,2002,400.0,300.0,0.0,100.0,0.0
all_households,highest_quintile,2003,400.0,300.0,0.0,100.0,0.0
all_households,highest_quintile,2004,400.0,300.0,0.0,100.0,0.0
all_households,highest_quintile,2005,500.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,2006,500.0,400.0,0.0,100.0,100.0
all_households,highest_quintile,2007,500.0,400.0,0.0,100.0,100.0
all_households,highest_quintile,2008,500.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,2009,600.0,500.0,0.0,100.0,0.0
all_households,highest_quintile,2010,600.0,400.0,0.0,100.0,100.0
all_households,highest_quintile,2011,500.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,2012,600.0,400.0,0.0,100.0,0.0
all_households,highest_quintile,2013,500.0,400.0,0.0,0.0,0.0
all_households,highest_quintile,2014,700.0,600.0,0.0,0.0,100.0
all_households,highest_quintile,2015,900.0,700.0,0.0,100.0,100.0
all_households,highest_quintile,2016,1000.0,800.0,0.0,100.0,100.0
all_households,percentiles_81_90,1979,100.0,100.0,0.0,0.0,100.0
all_households,percentiles_81_90,1980,100.0,0.0,0.0,0.0,100.0
all_households,percentiles_81_90,1981,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1982,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1983,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1984,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1985,200.0,0.0,0.0,100.0,0.0
all_households,percentiles_81_90,1986,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1987,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1988,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_81_90,1989,200.0,100.0,0.0,0.0,0.0
all_households,percentiles_81_90,1990,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1991,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_81_90,1992,300.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1993,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_81_90,1994,300.0,200.0,0.0,100.0,100.0
all_households,percentiles_81_90,1995,300.0,200.0,0.0,100.0,100.0
all_households,percentiles_81_90,1996,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_81_90,1997,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_81_90,1998,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_81_90,1999,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_81_90,2000,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_81_90,2001,300.0,300.0,0.0,0.0,0.0
all_households,percentiles_81_90,2002,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_81_90,2003,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_81_90,2004,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_81_90,2005,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_81_90,2006,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_81_90,2007,600.0,400.0,0.0,100.0,100.0
all_households,percentiles_81_90,2008,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_81_90,2009,600.0,500.0,0.0,100.0,0.0
all_households,percentiles_81_90,2010,600.0,500.0,0.0,100.0,100.0
all_households,percentiles_81_90,2011,600.0,500.0,0.0,100.0,100.0
all_households,percentiles_81_90,2012,600.0,500.0,0.0,100.0,0.0
all_households,percentiles_81_90,2013,600.0,400.0,0.0,0.0,0.0
all_households,percentiles_81_90,2014,800.0,700.0,0.0,100.0,100.0
all_households,percentiles_81_90,2015,900.0,700.0,0.0,100.0,100.0
all_households,percentiles_81_90,2016,1100.0,900.0,0.0,100.0,100.0
all_households,percentiles_91_95,1979,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1980,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1981,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1982,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1983,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1984,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1985,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1986,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1987,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1988,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_91_95,1989,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_91_95,1990,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_91_95,1991,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_91_95,1992,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1993,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_91_95,1994,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_91_95,1995,200.0,200.0,0.0,0.0,0.0
all_households,percentiles_91_95,1996,200.0,200.0,0.0,0.0,0.0
all_households,percentiles_91_95,1997,200.0,100.0,0.0,0.0,0.0
all_households,percentiles_91_95,1998,200.0,200.0,0.0,0.0,0.0
all_households,percentiles_91_95,1999,300.0,200.0,0.0,100.0,0.0
all_households,percentiles_91_95,2000,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_91_95,2001,300.0,300.0,0.0,100.0,0.0
all_households,percentiles_91_95,2002,300.0,300.0,0.0,0.0,0.0
all_households,percentiles_91_95,2003,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_91_95,2004,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_91_95,2005,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_91_95,2006,400.0,300.0,0.0,100.0,100.0
all_households,percentiles_91_95,2007,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,2008,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,2009,500.0,400.0,0.0,0.0,0.0
all_households,percentiles_91_95,2010,500.0,400.0,0.0,0.0,0.0
all_households,percentiles_91_95,2011,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_91_95,2012,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_91_95,2013,500.0,300.0,0.0,0.0,0.0
all_households,percentiles_91_95,2014,600.0,500.0,0.0,100.0,100.0
all_households,percentiles_91_95,2015,800.0,700.0,0.0,100.0,100.0
all_households,percentiles_91_95,2016,900.0,700.0,0.0,100.0,100.0
all_households,percentiles_96_99,1979,100.0,0.0,0.0,0.0,100.0
all_households,percentiles_96_99,1980,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1981,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1982,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1983,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1984,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1985,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1986,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1987,200.0,100.0,0.0,100.0,0.0
all_households,percentiles_96_99,1988,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1989,100.0,0.0,0.0,0.0,0.0
all_households,percentiles_96_99,1990,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_96_99,1991,200.0,100.0,0.0,0.0,100.0
all_households,percentiles_96_99,1992,100.0,100.0,0.0,0.0,0.0
all_households,percentiles_96_99,1993,200.0,100.0,0.0,0.0,0.0
all_households,percentiles_96_99,1994,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,1995,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,1996,200.0,100.0,0.0,0.0,0.0
all_households,percentiles_96_99,1997,200.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,1998,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,1999,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,2000,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,2001,300.0,300.0,0.0,0.0,0.0
all_households,percentiles_96_99,2002,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,2003,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_96_99,2004,300.0,200.0,0.0,0.0,0.0
all_households,percentiles_96_99,2005,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_96_99,2006,400.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,2007,500.0,400.0,0.0,100.0,100.0
all_households,percentiles_96_99,2008,500.0,300.0,0.0,100.0,0.0
all_households,percentiles_96_99,2009,500.0,400.0,0.0,100.0,0.0
all_households,percentiles_96_99,2010,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_96_99,2011,500.0,400.0,0.0,0.0,0.0
all_households,percentiles_96_99,2012,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_96_99,2013,400.0,300.0,0.0,0.0,0.0
all_households,percentiles_96_99,2014,600.0,500.0,0.0,0.0,100.0
all_households,percentiles_96_99,2015,800.0,600.0,0.0,100.0,100.0
all_households,percentiles_96_99,2016,800.0,700.0,0.0,100.0,100.0
all_households,top_1_percent,1979,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1980,200.0,0.0,0.0,0.0,100.0
all_households,top_1_percent,1981,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1982,200.0,100.0,0.0,0.0,0.0
all_households,top_1_percent,1983,200.0,0.0,0.0,0.0,100.0
all_households,top_1_percent,1984,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1985,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1986,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1987,300.0,100.0,0.0,100.0,100.0
all_households,top_1_percent,1988,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1989,200.0,100.0,0.0,100.0,100.0
all_households,top_1_percent,1990,200.0,100.0,0.0,0.0,100.0
all_households,top_1_percent,1991,300.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1992,200.0,100.0,0.0,100.0,0.0
all_households,top_1_percent,1993,300.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1994,300.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1995,400.0,200.0,0.0,100.0,100.0
all_households,top_1_percent,1996,300.0,200.0,0.0,0.0,0.0
all_households,top_1_percent,1997,200.0,100.0,0.0,0.0,0.0
all_households,top_1_percent,1998,300.0,200.0,0.0,0.0,100.0
all_households,top_1_percent,1999,300.0,200.0,0.0,100.0,0.0
all_households,top_1_percent,2000,300.0,200.0,0.0,100.0,0.0
all_households,top_1_percent,2001,400.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2002,500.0,300.0,0.0,100.0,100.0
all_households,top_1_percent,2003,400.0,300.0,0.0,100.0,0.0
all_households,top_1_percent,2004,400.0,300.0,0.0,0.0,0.0
all_households,top_1_percent,2005,400.0,300.0,0.0,0.0,0.0
all_households,top_1_percent,2006,500.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2007,500.0,400.0,0.0,0.0,100.0
all_households,top_1_percent,2008,600.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2009,600.0,400.0,0.0,100.0,100.0
all_households,top_1_percent,2010,800.0,600.0,0.0,100.0,100.0
all_households,top_1_percent,2011,800.0,500.0,0.0,100.0,100.0
all_households,top_1_percent,2012,700.0,500.0,0.0,100.0,100.0
all_households,top_1_percent,2013,600.0,500.0,0.0,0.0,100.0
all_households,top_1_percent,2014,900.0,700.0,100.0,0.0,100.0
all_households,top_1_percent,2015,1000.0,800.0,0.0,100.0,100.0
all_households,top_1_percent,2016,1100.0,800.0,0.0,0.0,100.0
hh_with_children,all_quintiles,1979,2400.0,600.0,500.0,200.0,1100.0
hh_with_children,all_quintiles,1980,2500.0,700.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1981,2600.0,700.0,600.0,200.0,1200.0
hh_with_children,all_quintiles,1982,2500.0,700.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1983,2600.0,700.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1984,2500.0,700.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1985,2600.0,700.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1986,2600.0,800.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1987,2700.0,800.0,500.0,200.0,1200.0
hh_with_children,all_quintiles,1988,2700.0,900.0,500.0,200.0,1200.0
